fatoOuFake, tituloNoticia, link
0,#Verificamos: Vetada pelo TSE, declaração falsa atribuída a Haddad segue ‘viva’ nas redes sociais,https://piaui.folha.uol.com.br/lupa/2018/09/27/verificamos-haddad-criancas/
0,#Verificamos: É antiga e foi adulterada imagem usada para acusar petistas de agredir defensores de Bolsonaro,https://piaui.folha.uol.com.br/lupa/2018/09/25/verificamos-imagem-petistas-agressao-bolsonaro/
0,É #FAKE que Operação Greenfield investiga dinheiro da campanha de Bolsonaro,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/10/18/operacao-greenfield-nao-investiga-dinheiro-da-campanha-de-bolsonaro.htm?cmpid=copiaecola
0, #FAKE Ursal existe e, portanto, armou esquema para manipular urnas,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/10/18/ursal-nao-existe-e-portanto-nao-armou-esquema-para-manipular-urnas.htm?cmpid=copiaecola
0, #FAKE Fernando Haddad defenda o incesto,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/10/18/nao-e-verdade-que-haddad-defenda-o-incesto-em-livro-publicado-em-1998.htm?cmpid=copiaecola
0, #FAKE Pesquisa que mostra Haddad na liderança da disputa presidencial,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/10/17/pesquisa-que-mostra-haddad-na-lideranca-da-disputa-presidencial-e-falsa.htm?cmpid=copiaecola
0, Eleitores que filmaram voto em Bolsonaro anulado estavam errando o cargo,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/10/09/eleitores-que-filmaram-voto-em-bolsonaro-anulado-estavam-errando-o-cargo.htm?cmpid=copiaecola

0,É #FAKE vídeo em que eleitor denuncia fraude nas urnas ao votar neste 2° turno,https://g1.globo.com/fato-ou-fake/noticia/2018/10/28/e-fake-video-em-que-eleitor-denuncia-fraude-nas-urnas-ao-votar-neste-2-turno.ghtml
0,É #FAKE capa da Veja em que Joaquim Barbosa pede para eleitores não votarem no PT,https://g1.globo.com/fato-ou-fake/noticia/2018/10/28/e-fake-capa-da-veja-em-que-joaquim-barbosa-pede-para-eleitores-nao-votarem-no-pt.ghtml
0,É #FAKE mensagem com resultado de pesquisa para presidente da BTG Pactual,https://g1.globo.com/fato-ou-fake/noticia/2018/10/28/e-fake-mensagem-com-resultado-de-pesquisa-para-presidente-da-btg-pactual.ghtml
0,É #FAKE que PT confirmou apoio a Eduardo Paes no segundo turno,https://g1.globo.com/fato-ou-fake/noticia/2018/10/28/e-fake-que-pt-confirmou-apoio-a-eduardo-paes-no-segundo-turno.ghtml
0,É #FAKE que Haddad é acusado de estuprar menina de 11 anos,https://g1.globo.com/fato-ou-fake/noticia/2018/10/28/e-fake-que-haddad-e-acusado-de-estuprar-menina-de-11-anos.ghtml
0,É #FAKE que candidatura de Bolsonaro foi impugnada e 2º turno será entre Ciro e Haddad,https://g1.globo.com/fato-ou-fake/noticia/2018/10/27/e-fake-que-candidatura-de-bolsonaro-foi-impugnada-e-2o-turno-sera-entre-ciro-e-haddad.ghtml
0,É #FAKE que sócios de empresa contratada pelo TSE têm ligação com o PT,https://g1.globo.com/fato-ou-fake/noticia/2018/10/27/e-fake-que-socios-de-empresa-contratada-pelo-tse-tem-ligacao-com-o-pt.ghtml
0,É #FAKE que Haddad usou foto de carnaval para divulgar ato de apoio em Salvador,https://g1.globo.com/fato-ou-fake/noticia/2018/10/27/e-fake-que-haddad-usou-foto-de-carnaval-para-divulgar-ato-de-apoio-em-salvador.ghtml
0,É #FAKE que apresentadora Monalisa Perrone declarou voto em Fernando Haddad,https://g1.globo.com/fato-ou-fake/noticia/2018/10/27/e-fake-que-apresentadora-da-tv-globo-declarou-voto-em-fernando-haddad.ghtml
